is_weekend,start_station,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,11,4.199999999999999,2.8,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.8,2.8,1.4,2.8,2.8,1.4,2.8,2.8,2.8,2.8,4.199999999999999,2.8,2.8,4.199999999999999,4.199999999999999
0,12,18.2,12.6,5.6,5.6,5.6,4.199999999999999,4.199999999999999,5.6,9.799999999999999,12.6,12.6,12.6,14.0,15.399999999999999,11.2,14.0,16.799999999999997,25.2,18.2,15.399999999999999,15.399999999999999,12.6,16.799999999999997,16.799999999999997
0,13,2.8,1.4,2.8,1.4,1.4,0.0,1.4,1.4,1.4,1.4,4.199999999999999,2.8,4.199999999999999,2.8,1.4,7.0,2.8,2.8,2.8,2.8,1.4,2.8,2.8,2.8
0,14,15.399999999999999,9.799999999999999,11.2,7.0,7.0,8.399999999999999,5.6,4.199999999999999,9.799999999999999,9.799999999999999,15.399999999999999,16.799999999999997,21.0,16.799999999999997,19.599999999999998,21.0,22.4,32.199999999999996,25.2,25.2,15.399999999999999,14.0,14.0,16.799999999999997
0,15,9.799999999999999,4.199999999999999,1.4,2.8,4.199999999999999,4.199999999999999,2.8,2.8,1.4,7.0,5.6,7.0,43.4,72.8,22.4,14.0,8.399999999999999,12.6,8.399999999999999,9.799999999999999,4.199999999999999,7.0,7.0,9.799999999999999
0,16,2.8,2.8,1.4,1.4,0.0,1.4,1.4,1.4,2.8,1.4,2.8,2.8,2.8,2.8,2.8,2.8,4.199999999999999,4.199999999999999,4.199999999999999,2.8,2.8,1.4,2.8,1.4
0,17,2.8,4.199999999999999,1.4,2.8,1.4,1.4,1.4,1.4,4.199999999999999,2.8,2.8,2.8,2.8,2.8,1.4,4.199999999999999,2.8,5.6,5.6,2.8,2.8,2.8,2.8,4.199999999999999
0,18,1.4,2.8,1.4,2.8,1.4,0.0,0.0,1.4,1.4,2.8,1.4,4.199999999999999,1.4,1.4,1.4,2.8,1.4,2.8,1.4,2.8,1.4,1.4,1.4,1.4
0,19,8.399999999999999,11.2,5.6,4.199999999999999,0.0,1.4,2.8,4.199999999999999,4.199999999999999,4.199999999999999,4.199999999999999,5.6,5.6,9.799999999999999,7.0,9.799999999999999,9.799999999999999,12.6,12.6,14.0,15.399999999999999,8.399999999999999,8.399999999999999,8.399999999999999
0,20,2.8,0.0,0.0,1.4,1.4,0.0,0.0,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.8,1.4,1.4,2.8,2.8,1.4,1.4
0,21,12.6,11.2,5.6,7.0,7.0,4.199999999999999,4.199999999999999,7.0,11.2,11.2,14.0,21.0,16.799999999999997,21.0,32.199999999999996,33.599999999999994,28.0,29.4,25.2,18.2,11.2,18.2,11.2,14.0
